           0 ,   1.9999999999999402E-006
         100 ,   1.2999999999999991E-005
         200 ,   2.5999999999999981E-005
         300 ,   3.8000000000000056E-005
         400 ,   5.1000000000000047E-005
         500 ,   6.3999999999999929E-005
         600 ,   7.6999999999999812E-005
         700 ,   1.0500000000000006E-004
         800 ,   1.2700000000000016E-004
         900 ,   1.1800000000000005E-004
        1000 ,   1.2699999999999994E-004
